Count,WeightedCount,Goals,WeightedGoals,GoalProbability,WeightedExpectedGoals,y,x,event
1,0.00124172964040512,0,0,0.002888787,0.000000113189890730912,36,54,Shot
1,0.00290520884411704,0,0,0.002888787,0.000000264824371518426,38,54,Shot
1,0.00250053642531216,0,0,0.002888787,0.000000227936448917663,40,54,Shot
1,0.000791761775425491,0,0,0.002888787,0.0000000721730608090224,42,54,Shot
1,0.00354843009523585,0,0,0.002888787,0.000000323457217800638,34,56,Shot
1,0.0225673749942689,0,0,0.002888787,0.00000205712952849497,36,56,Shot
1,0.0527996878615746,0,0,0.002888787,0.00000481295662534726,38,56,Shot
1,0.0454451124952106,0,0,0.002888787,0.00000414255015762422,40,56,Shot
1,0.0143895936045512,0,0,0.002888787,0.00000131168369890082,42,56,Shot
1,0.00167615969172904,0,0,0.002888787,0.000000152790370931688,44,56,Shot
1,0.00137232348668826,0,0,0.002888787,0.000000125094175455964,32,58,Shot
1,0.0237244290525539,0,0,0.002888787,0.0000021626008148084,34,58,Shot
1,0.150883087051014,0,0,0.002888787,0.0000137537508816131,36,58,Shot
1,0.353013139627782,0,0,0.002888787,0.0000321789199523404,38,58,Shot
1,0.303841225060485,0,0,0.002888787,0.0000276966530757229,40,58,Shot
1,0.0962073039073258,0,0,0.002888787,0.00000876977875250932,42,58,Shot
1,0.0112066267673037,0,0,0.002888787,0.00000102154029184596,44,58,Shot
1,0.000480227791984069,0,0,0.002888787,0.0000000437751741859764,46,58,Shot
1,0.0033753711173722,0,0,0.002888787,0.000000307682023139102,32,60,Shot
1,0.0583526795080837,0,0,0.002888787,0.00000531913969229328,34,60,Shot
1,0.371112510331639,0,0,0.002888787,0.0000338287684584931,36,60,Shot
1,0.868272216507773,0,0,0.002888787,0.0000791473716284468,38,60,Shot
1,0.747328822456506,0,0,0.002888787,0.0000681227740736826,40,60,Shot
1,0.23663178400648,0,0,0.002888787,0.00002157017510383,42,60,Shot
1,0.0275638540624349,0,0,0.002888787,0.00000251258367999649,44,60,Shot
1,0.00118116977122805,0,0,0.002888787,0.000000107669554619265,46,60,Shot
1,0.00305416208675621,0,0,0.002888787,0.000000278402207393265,32,62,Shot
1,0.0527996878615742,0,0,0.002888787,0.00000481295662534723,34,62,Shot
1,0.335796485649323,0,0,0.002888787,0.0000306095355073192,36,62,Shot
1,0.785645190537252,0,0,0.002888787,0.0000716155033886163,38,62,Shot
1,0.676211082135398,0,0,0.002888787,0.0000616400350022779,40,62,Shot
1,0.214113292465666,0,0,0.002888787,0.0000195175015475331,42,62,Shot
1,0.0249408065409736,0,0,0.002888787,0.00000227347972960731,44,62,Shot
1,0.00106876660606011,0,0,0.002888787,0.0000000974234418027771,46,62,Shot
1,0.000929141050697586,0,0,0.0067309476,0.000000197343546852258,30,64,Shot
2,0.00367180320597247,0,0,0.00566713710864982,0.000000656611051783839,32,64,Shot
2,0.0203667832933621,0,0,0.00341536007651251,0.00000219494686616982,34,64,Shot
2,0.112856447969122,0,0,0.00292553849052836,0.0000104183097461306,36,64,Shot
1,0.261518565976319,0,0,0.002888787,0.0000238387302225522,38,64,Shot
1,0.225091115719061,0,0,0.002888787,0.0000205181852503958,40,64,Shot
1,0.0712721236972101,0,0,0.002888787,0.00000649681189120626,42,64,Shot
1,0.00830207330159802,0,0,0.002888787,0.000000756775661360002,44,64,Shot
1,0.000355761498379546,0,0,0.002888787,0.0000000324294466504871,46,64,Shot
1,0.00217386193425981,0,0,0.0067309476,0.000000461714208140793,28,66,Shot
1,0.016886344524095,0,0,0.0067309476,0.00000358655030821442,30,66,Shot
1,0.0482552813092798,0,0,0.0067309476,0.0000102491094982587,32,66,Shot
2,0.0528816141345476,0,0,0.00657457529991042,0.0000109707792988138,34,66,Shot
2,0.033306938145857,0,0,0.00515197494754711,0.00000541468909138359,36,66,Shot
2,0.0348159234872613,0,0,0.00319682420433764,0.00000351205853563878,38,66,Shot
1,0.0275638540624348,0,0,0.002888787,0.00000251258367999648,40,66,Shot
1,0.00872772970196505,0,0,0.002888787,0.000000795576379228618,42,66,Shot
1,0.00101664224360813,0,0,0.002888787,0.000000092672044478934,44,66,Shot
1,0.000688324619940125,0,0,0.0067309476,0.000000146195695242108,26,68,Shot
1,0.0145342114245501,0,0,0.0067309476,0.0000030869724581299,28,68,Shot
1,0.112900317004059,0,0,0.0067309476,0.0000239792967726458,30,68,Shot
1,0.322629717116336,0,0,0.0067309476,0.0000685244642327197,32,68,Shot
1,0.339171296436377,0,0,0.0067309476,0.000072037788642511,34,68,Shot
2,0.131788079000902,0,0,0.00671297047255734,0.0000279161765432785,36,68,Shot
2,0.0201049808970691,0,0,0.00645524359836138,0.00000409525898783568,38,68,Shot
2,0.00221850877145994,0,0,0.00458043786950338,0.000000320651457593018,40,68,Shot
1,0.000393177261780089,0,0,0.002888787,0.0000000358400813274039,42,68,Shot
1,0.00169300537669065,0,0,0.0067309476,0.000000359583386855242,26,70,Shot
1,0.0357483916380362,0,0,0.0067309476,0.0000075927270620721,28,70,Shot
2,0.278305825345171,0,0,0.00672498717128667,0.0000590580126789382,30,70,Shot
